,band,ccdVisitId,coord_ra,coord_dec,objectId,psfFlux,psfFluxErr,psfMag,ccdVisitId2,band2,expMidptMJD,zeroPoint
0,y,1032263018,62.4625692,-44.1133595,1251384969897480052,-515.1836028,1697.2184905,,1032263018,y,61100.0697062,30.6023
1,y,1033987172,62.4625692,-44.1133595,1251384969897480052,3151.7384591,1686.9557754,22.653624571930173,1033987172,y,61102.0684642,30.6061
2,u,675163080,62.4625692,-44.1133595,1251384969897480052,183.449123,209.242045,25.741210900246656,675163080,u,60582.2471442,30.4691
3,y,443055067,62.4625692,-44.1133595,1251384969897480052,-704.8483274,1624.4000861,,443055067,y,60215.2035852,30.6128
4,u,466722002,62.4625692,-44.1133595,1251384969897480052,382.4722333,278.92667,24.94350022063739,466722002,u,60261.0782212,30.4612
5,y,460836030,62.4625692,-44.1133595,1251384969897480052,1035.9379007,1170.5849314,23.861665693985756,460836030,y,60245.2011022,30.6368
6,u,1188282047,62.4625692,-44.1133595,1251384969897480052,-14.6431797,209.8488966,,1188282047,u,61322.1785842,30.4752
7,y,169769054,62.4625692,-44.1133595,1251384969897480052,470.9689469,1262.1256151,24.717519317286936,169769054,y,59805.3185672,30.6328
8,u,675230115,62.4625692,-44.1133595,1251384969897480052,-70.9677235,194.81973,,675230115,u,60582.2776822,30.4776
9,u,466721079,62.4625692,-44.1133595,1251384969897480052,211.8099123,282.0403652,25.585134298998366,466721079,u,60261.0777762,30.444
10,y,475637116,62.4625692,-44.1133595,1251384969897480052,3578.7417575,1882.8339584,22.515674098073006,475637116,y,60274.0757602,30.5913
11,u,782176022,62.4625692,-44.1133595,1251384969897480052,-179.9511494,157.3151111,,782176022,u,60731.0440582,30.4848
12,y,1141246007,62.4625692,-44.1133595,1251384969897480052,-126.9680918,1408.9252771,,1141246007,y,61254.3648082,30.6232
13,u,700225100,62.4625692,-44.1133595,1251384969897480052,34.8529935,151.532392,27.544399786762895,700225100,u,60613.1148232,30.4854
14,u,739691120,62.4625692,-44.1133595,1251384969897480052,340.9393346,228.6014612,25.068307226949347,739691120,u,60673.1041662,30.4689
15,y,1141216110,62.4625692,-44.1133595,1251384969897480052,4374.4139622,1393.0654694,22.29770030233585,1141216110,y,61254.3513892,30.6226
16,y,51618156,62.4625692,-44.1133595,1251384969897480052,1822.0707856,1247.458443,23.248586887839046,51618156,y,59648.0136592,30.626
17,y,688946103,62.4625692,-44.1133595,1251384969897480052,-2104.5295845,1383.1123439,,688946103,y,60599.1625192,30.6331
18,u,675213049,62.4625692,-44.1133595,1251384969897480052,45.5199409,201.7658147,27.254495776177702,675213049,u,60582.2695892,30.4741
19,y,280013102,62.4625692,-44.1133595,1251384969897480052,1602.8705822,1082.1577218,23.387753854291475,280013102,y,59975.0408092,30.638
20,y,443057154,62.4625692,-44.1133595,1251384969897480052,4277.8102075,1610.0473621,22.32194621892029,443057154,y,60215.2044752,30.6179
21,u,1187445079,62.4625692,-44.1133595,1251384969897480052,-407.4098843,218.1403154,,1187445079,u,61321.1909252,30.47
22,y,555236062,62.4625692,-44.1133595,1251384969897480052,-513.9071144,1320.546024,,555236062,y,60396.0048132,30.6271
23,u,235080112,62.4625692,-44.1133595,1251384969897480052,-27.0614089,218.8586329,,235080112,u,59904.0842892,30.474
24,y,799065011,62.4625692,-44.1133595,1251384969897480052,625.4846516,1023.0859798,24.409458356841704,799065011,y,60756.0029832,30.6375
25,y,330588082,62.4625692,-44.1133595,1251384969897480052,1879.8182012,2398.538055,23.214710374225636,330588082,y,60039.9783222,30.6336
26,u,700265135,62.4625692,-44.1133595,1251384969897480052,18.8499204,144.5660568,28.21172619851467,700265135,u,60613.1327722,30.4794
27,y,1176210148,62.4625692,-44.1133595,1251384969897480052,-42.3066586,1619.4280248,,1176210148,y,61308.2271532,30.6142
28,y,246655131,62.4625692,-44.1133595,1251384969897480052,448.5215276,1163.7913194,24.770541768430903,246655131,y,59920.0884382,30.6355
29,u,1187410017,62.4625692,-44.1133595,1251384969897480052,244.4342558,227.2502579,25.429594826859287,1187410017,u,61321.1752202,30.4711
30,u,1187409058,62.4625692,-44.1133595,1251384969897480052,356.7048236,233.8031226,25.01922754450736,1187409058,u,61321.1747752,30.469
31,y,515067060,62.4625692,-44.1133595,1251384969897480052,-633.8173613,1682.6996888,,515067060,y,60334.1629802,30.6094
32,z,458795181,62.4625692,-44.1133595,1251384969897480052,450.5189701,514.5913279,24.76571729341986,458795181,z,60242.3697502,31.463
33,z,1198433117,62.4625692,-44.1133595,1251384969897480052,966.4837206,585.2456027,23.937013642017,1198433117,z,61336.1417232,31.4587
34,z,226982024,62.4625692,-44.1133595,1251384969897480052,929.4236554,459.7291865,23.979465695473117,226982024,z,59886.1124602,31.4642
35,z,1040761130,62.4625692,-44.1133595,1251384969897480052,854.7000323,433.4754509,24.070465699071054,1040761130,z,61110.0173062,31.4603
36,z,447924112,62.4625692,-44.1133595,1251384969897480052,488.6137849,430.92193,24.67758571190035,447924112,z,60223.3810582,31.4638
37,z,1197665032,62.4625692,-44.1133595,1251384969897480052,896.9711296,478.1365736,24.018053837922626,1197665032,z,61334.1510932,31.4637
38,z,227027013,62.4625692,-44.1133595,1251384969897480052,269.5667608,357.8711346,25.323334149880967,227027013,z,59886.1349552,31.4633
39,z,462540112,62.4625692,-44.1133595,1251384969897480052,-252.9893127,697.7828299,,462540112,z,60247.2291602,31.4532
40,z,1174514116,62.4625692,-44.1133595,1251384969897480052,880.4125812,524.5913452,24.03828439988698,1174514116,z,61306.2823602,31.457
41,z,1045814088,62.4625692,-44.1133595,1251384969897480052,845.3735964,432.4329379,24.0823783015965,1045814088,z,61116.0057512,31.4632
42,z,426721063,62.4625692,-44.1133595,1251384969897480052,1253.360661,523.406902,23.654809851357427,426721063,z,60185.4067432,31.4584
43,z,476357002,62.4625692,-44.1133595,1251384969897480052,1254.1853311,734.2739067,23.654095707553363,476357002,z,60275.0610122,31.4565
44,z,1164130127,62.4625692,-44.1133595,1251384969897480052,545.3575683,599.2129033,24.558296638712598,1164130127,z,61281.4086522,31.4611
45,z,1040733165,62.4625692,-44.1133595,1251384969897480052,127.4404775,545.5904318,26.136731524922,1040733165,z,61110.0046822,31.4603
46,z,247256151,62.4625692,-44.1133595,1251384969897480052,448.9390012,1030.8052085,24.769531659974433,247256151,z,59921.0277632,31.4519
47,z,688087080,62.4625692,-44.1133595,1251384969897480052,909.5153235,603.153728,24.00297494888048,688087080,z,60598.1540812,31.4585
48,z,939150123,62.4625692,-44.1133595,1251384969897480052,-815.9492211,634.5012606,,939150123,z,60956.2451852,31.4583
49,z,476269180,62.4625692,-44.1133595,1251384969897480052,-157.817154,1261.1784202,,476269180,z,60275.0197362,31.4486
50,z,32684044,62.4625692,-44.1133595,1251384969897480052,704.7726532,649.8856833,24.27987738973475,32684044,z,59624.0444442,31.4468
51,z,1002925177,62.4625692,-44.1133595,1251384969897480052,417.8726568,622.5941452,24.84739011419277,1002925177,z,61062.0376872,31.4508
52,z,2208139,62.4625692,-44.1133595,1251384969897480052,1747.8886258,478.627004,23.293715609376292,2208139,z,59583.0598142,31.4542
53,z,902742144,62.4625692,-44.1133595,1251384969897480052,-729.2797131,515.9976789,,902742144,z,60897.3751432,31.4622
54,z,796370147,62.4625692,-44.1133595,1251384969897480052,116.2920695,342.0468688,26.23612475208307,796370147,z,60753.0118792,31.4659
55,z,2166034,62.4625692,-44.1133595,1251384969897480052,1885.9419607,845.0410017,23.211179191689695,2166034,z,59583.0407542,31.425
56,z,426659015,62.4625692,-44.1133595,1251384969897480052,639.2267659,582.4482404,24.385862621002598,426659015,z,60185.3761472,31.4556
57,z,32648107,62.4625692,-44.1133595,1251384969897480052,1792.6396475,706.6871731,23.266267506477682,32648107,z,59624.0275702,31.4499
58,z,64516006,62.4625692,-44.1133595,1251384969897480052,1545.1863796,579.814237,23.427547821746842,64516006,z,59663.0029632,31.4482
59,z,476294049,62.4625692,-44.1133595,1251384969897480052,1438.6923199,929.8494525,23.505080186904586,476294049,z,60275.0312042,31.4455
60,y,688945087,62.4625692,-44.1133595,1251384969897480052,1004.6386717,1380.2825627,23.89497527123784,688945087,y,60599.1620712,30.6325
61,y,709942095,62.4625692,-44.1133595,1251384969897480052,579.4281647,1597.5340427,24.492500996352774,709942095,y,60628.0622472,30.6147
62,y,327739008,62.4625692,-44.1133595,1251384969897480052,-2269.0946405,1186.0815558,,327739008,y,60036.9937242,30.6345
63,y,904693177,62.4625692,-44.1133595,1251384969897480052,-543.2336775,1185.1230167,,904693177,y,60899.3612412,30.6342
64,y,687306028,62.4625692,-44.1133595,1251384969897480052,1078.7189189,1644.5483042,23.81772926103003,687306028,y,60597.1735212,30.606
65,y,1199211171,62.4625692,-44.1133595,1251384969897480052,289.3774821,1516.4738827,25.246338166285334,1199211171,y,61337.1286412,30.6184
66,y,535912126,62.4625692,-44.1133595,1251384969897480052,-1161.0246754,1341.1844651,,535912126,y,60366.0558972,30.6262
67,y,407909035,62.4625692,-44.1133595,1251384969897480052,-2225.6620359,1351.0116102,,407909035,y,60159.3407822,30.6304
68,y,1012178029,62.4625692,-44.1133595,1251384969897480052,-1343.7896585,1246.4945536,,1012178029,y,61074.1241832,30.6338
69,y,10819157,62.4625692,-44.1133595,1251384969897480052,2234.5831579,2169.4468718,23.027008697110645,10819157,y,59595.0362192,30.6202
70,y,771638124,62.4625692,-44.1133595,1251384969897480052,-897.6614129,1121.1943095,,771638124,y,60717.0696022,30.6362
71,y,904741064,62.4625692,-44.1133595,1251384969897480052,149.9258207,1096.6398981,25.960308912845335,904741064,y,60899.3827472,30.6358
72,y,206080005,62.4625692,-44.1133595,1251384969897480052,1892.4534565,1235.7763174,23.207436982124264,206080005,y,59859.1832672,30.634
73,y,709305178,62.4625692,-44.1133595,1251384969897480052,-519.4551757,1368.0213672,,709305178,y,60627.1152522,30.618
74,y,10854161,62.4625692,-44.1133595,1251384969897480052,1096.6761257,1745.9734432,23.79980402720933,10854161,y,59595.0519552,30.5984
75,y,688968137,62.4625692,-44.1133595,1251384969897480052,534.0257618,1391.2942451,24.581094479443045,688968137,y,60599.1723362,30.632
76,z,1174468129,62.4625692,-44.1133595,1251384969897480052,-269.1691735,527.8831706,,1174468129,z,61306.2602112,31.4576
77,z,769207005,62.4625692,-44.1133595,1251384969897480052,290.7334033,381.5803709,25.241262669666938,769207005,z,60714.0452322,31.4653
78,z,796422056,62.4625692,-44.1133595,1251384969897480052,386.5260811,353.8515507,24.932052991132192,796422056,z,60753.0404102,31.4641
79,z,259017177,62.4625692,-44.1133595,1251384969897480052,438.6253972,455.4047569,24.794765563745617,259017177,z,59939.0477802,31.4584
80,z,1040730008,62.4625692,-44.1133595,1251384969897480052,470.6282573,574.7522865,24.718305001542998,1040730008,z,61110.0033382,31.4634
81,z,460034002,62.4625692,-44.1133595,1251384969897480052,106.3917066,490.1970732,26.33273056163989,460034002,z,60244.2012292,31.4639
82,z,462479052,62.4625692,-44.1133595,1251384969897480052,-121.7293177,569.4744598,,462479052,z,60247.1992042,31.4653
83,y,227711057,62.4625692,-44.1133595,1251384969897480052,380.2341923,1135.1462176,24.949872080199803,227711057,y,59887.0883682,30.6364
84,y,1199210090,62.4625692,-44.1133595,1251384969897480052,-347.5216366,1483.3172245,,1199210090,y,61337.1281932,30.6231
85,y,709306054,62.4625692,-44.1133595,1251384969897480052,1820.0886866,1384.5037956,23.24976862459417,709306054,y,60627.1157042,30.6175
86,y,51621051,62.4625692,-44.1133595,1251384969897480052,1303.7061409,1200.1026185,23.612050721984975,51621051,y,59648.0150032,30.6263
87,z,688118055,62.4625692,-44.1133595,1251384969897480052,609.5987769,605.8107605,24.43738978259188,688118055,z,60598.1680652,31.4573
88,z,903674099,62.4625692,-44.1133595,1251384969897480052,358.2098654,523.6616671,25.014656143720384,903674099,z,60898.3512602,31.4644
89,y,1162588130,62.4625692,-44.1133595,1251384969897480052,2770.0997924,1129.0907106,22.79376146316198,1162588130,y,61279.3664482,30.6358
90,y,1199173081,62.4625692,-44.1133595,1251384969897480052,-157.3457637,1642.6396876,,1199173081,y,61337.1116072,30.6136
91,y,738931176,62.4625692,-44.1133595,1251384969897480052,1667.9996586,902.4389792,23.344510106470146,738931176,y,60672.0497242,30.6358
92,i,479653159,62.4625692,-44.1133595,1251384969897480052,514.1766968,379.8325009,24.622219025186332,479653159,i,60279.2419102,31.8383
93,i,1211852065,62.4625692,-44.1133595,1251384969897480052,183.5162949,270.4303773,25.740813418843615,1211852065,i,61364.1438702,31.8498
94,i,421639127,62.4625692,-44.1133595,1251384969897480052,-39.3643889,206.7097885,,421639127,i,60180.3038862,31.8495
95,i,1196467049,62.4625692,-44.1133595,1251384969897480052,340.3719422,177.8453493,25.070115618016334,1196467049,i,61332.3387462,31.8516
96,i,1217146008,62.4625692,-44.1133595,1251384969897480052,51.835604,279.6442899,27.11342959150756,1217146008,i,61371.2603742,31.8526
97,i,1217145123,62.4625692,-44.1133595,1251384969897480052,50.9438756,276.6692208,27.13227004695531,1217145123,i,61371.2599272,31.8517
98,i,420762000,62.4625692,-44.1133595,1251384969897480052,381.4926522,246.6822825,24.946284556066495,420762000,i,60179.3444632,31.8404
99,i,713412186,62.4625692,-44.1133595,1251384969897480052,1268.7647407,465.8706218,23.641547247536618,713412186,i,60632.2836562,31.835
100,i,428514150,62.4625692,-44.1133595,1251384969897480052,247.1057189,281.3033904,25.417793008429527,428514150,i,60193.3329512,31.8441
101,i,880195086,62.4625692,-44.1133595,1251384969897480052,-11.5629634,360.6170404,,880195086,i,60871.4141202,31.8469
102,i,433980040,62.4625692,-44.1133595,1251384969897480052,136.468099,236.8511427,26.062422145321023,433980040,i,60201.2528452,31.8456
103,i,645622055,62.4625692,-44.1133595,1251384969897480052,681.8708259,357.4176075,24.315744726526958,645622055,i,60539.3654852,31.8446
104,i,934057181,62.4625692,-44.1133595,1251384969897480052,421.787106,237.9391882,24.83726675185786,934057181,i,60949.2937092,31.8405
105,i,214472182,62.4625692,-44.1133595,1251384969897480052,79.0936345,177.333524,26.654646168397587,214472182,i,59870.2227972,31.8516
106,i,678549085,62.4625692,-44.1133595,1251384969897480052,-27.8990581,182.1549041,,678549085,i,60586.2105712,31.8533
107,i,428460047,62.4625692,-44.1133595,1251384969897480052,162.3767192,263.8567615,25.873690594260403,428460047,i,60193.3074462,31.8491
108,i,1157611048,62.4625692,-44.1133595,1251384969897480052,360.955313,248.6027995,25.006366403260756,1157611048,i,61274.3626002,31.8407
109,i,497044079,62.4625692,-44.1133595,1251384969897480052,341.7745555,420.0174745,25.065650682134137,497044079,i,60309.2542722,31.838
110,i,1211877046,62.4625692,-44.1133595,1251384969897480052,271.4224277,265.4227252,25.31588567334212,1211877046,i,61364.1552532,31.8539
111,i,713017090,62.4625692,-44.1133595,1251384969897480052,759.1150279,434.2221999,24.199231027332594,713017090,i,60632.1012242,31.831
112,i,1217179029,62.4625692,-44.1133595,1251384969897480052,390.8631732,295.847178,24.91993811625411,1217179029,i,61371.2753902,31.8521
113,i,230695035,62.4625692,-44.1133595,1251384969897480052,19.8593202,223.3725879,28.155089054561536,230695035,i,59898.0851592,31.8492
114,i,1157610108,62.4625692,-44.1133595,1251384969897480052,696.3470623,251.0356762,24.292935630592922,1157610108,i,61274.3621462,31.8377
115,i,635811035,62.4625692,-44.1133595,1251384969897480052,297.3194759,271.2292793,25.21694160355287,635811035,i,60528.3261272,31.8387
116,i,1030664070,62.4625692,-44.1133595,1251384969897480052,-74.3308009,436.3233652,,1030664070,i,61098.0853132,31.8316
117,i,427634082,62.4625692,-44.1133595,1251384969897480052,269.349885,347.342722,25.32420801385434,427634082,i,60192.3446602,31.8376
118,i,1217176084,62.4625692,-44.1133595,1251384969897480052,153.1968743,288.6454262,25.93687523897966,1217176084,i,61371.2740462,31.8536
119,i,965384011,62.4625692,-44.1133595,1251384969897480052,271.9552007,252.8802109,25.313756578988034,965384011,i,61000.0826922,31.8426
120,i,214546174,62.4625692,-44.1133595,1251384969897480052,444.306138,175.2195902,24.780794217566758,214546174,i,59870.2572022,31.8513
121,i,915634110,62.4625692,-44.1133595,1251384969897480052,418.3494542,244.1629479,24.846151983201484,915634110,i,60912.2890742,31.8429
122,g,219173051,62.4625692,-44.1133595,1251384969897480052,79.3391997,79.8957989,26.651280461495695,219173051,g,59876.1486552,32.3377
123,g,193830178,62.4625692,-44.1133595,1251384969897480052,150.6013165,80.5629543,25.95542807919974,193830178,g,59840.2376442,32.3367
124,g,1169231076,62.4625692,-44.1133595,1251384969897480052,110.5290314,63.4040251,26.29130908954324,1169231076,g,61298.2857732,32.3413
125,g,1193910019,62.4625692,-44.1133595,1251384969897480052,216.0153731,83.2962179,25.563788351116614,1193910019,g,61329.2497022,32.3312
126,g,1169276054,62.4625692,-44.1133595,1251384969897480052,150.0264166,62.7695492,25.95958065946901,1169276054,g,61298.3073452,32.3429
127,g,1221269067,62.4625692,-44.1133595,1251384969897480052,369.3058332,80.712442,24.98153458149153,1221269067,g,61378.1931902,32.3345
128,g,960109044,62.4625692,-44.1133595,1251384969897480052,225.6052806,105.2345275,25.51662684828422,960109044,g,60993.0627302,32.3267
129,g,1154199023,62.4625692,-44.1133595,1251384969897480052,14.7304843,75.0982017,28.479457436124918,1154199023,g,61269.3148392,32.3393
130,g,658343159,62.4625692,-44.1133595,1251384969897480052,94.0033355,79.8355872,26.46714184037458,658343159,g,60555.2806752,32.3412
131,g,1221223142,62.4625692,-44.1133595,1251384969897480052,190.5232002,78.0814906,25.700130330740603,1221223142,g,61378.1712402,32.3338
132,g,484272047,62.4625692,-44.1133595,1251384969897480052,163.6490538,87.8235868,25.865216253473605,484272047,g,60286.0813702,32.3285
133,g,944229159,62.4625692,-44.1133595,1251384969897480052,120.4540134,93.1368831,26.19794681298236,944229159,g,60962.2793252,32.3335
134,g,743894090,62.4625692,-44.1133595,1251384969897480052,92.6189689,73.3422813,26.483250145472915,743894090,g,60679.1080032,32.3396
135,g,743848061,62.4625692,-44.1133595,1251384969897480052,29.4837061,74.2009131,27.726044816481608,743848061,g,60679.0854702,32.3376
136,g,960114066,62.4625692,-44.1133595,1251384969897480052,529.5987526,109.9232567,24.590132616226285,960114066,g,60993.0649582,32.324
137,g,466319169,62.4625692,-44.1133595,1251384969897480052,285.6550988,110.4084319,25.260395048989835,466319169,g,60260.2356992,32.3148
138,g,1154237023,62.4625692,-44.1133595,1251384969897480052,73.350171,71.8230022,26.736497173390536,1154237023,g,61269.3338092,32.3419
139,g,658373140,62.4625692,-44.1133595,1251384969897480052,203.0595048,77.12913,25.630941693154863,658373140,g,60555.2943272,32.3397
140,g,484269076,62.4625692,-44.1133595,1251384969897480052,235.0700143,83.8623479,25.472006915645736,484269076,g,60286.0800202,32.3344
141,g,194856109,62.4625692,-44.1133595,1251384969897480052,429.9637857,133.356755,24.816420304847426,194856109,g,59841.2943612,32.3058
142,i,1157650040,62.4625692,-44.1133595,1251384969897480052,692.1925722,245.6335367,24.299432663391567,1157650040,i,61274.3829882,31.84
143,i,214508079,62.4625692,-44.1133595,1251384969897480052,169.5404007,176.7490603,25.826816986862173,214508079,i,59870.2389992,31.8517
144,i,713359039,62.4625692,-44.1133595,1251384969897480052,107.4150851,453.4656678,26.322336807865874,713359039,i,60632.2592252,31.8378
145,g,1207478084,62.4625692,-44.1133595,1251384969897480052,85.4928767,83.628095,26.570175173377223,1207478084,g,61358.0823242,32.3356
146,i,966789033,62.4625692,-44.1133595,1251384969897480052,190.5133062,245.4739948,25.70018671522782,966789033,i,61003.0514492,31.8455
147,i,1231201025,62.4625692,-44.1133595,1251384969897480052,624.309482,212.3809977,24.411500172406654,1231201025,i,61393.1592292,31.8514
148,g,219170049,62.4625692,-44.1133595,1251384969897480052,77.9188419,79.8478384,26.67089377739294,219170049,g,59876.1473062,32.3382
149,g,159476042,62.4625692,-44.1133595,1251384969897480052,349.660123,105.0484983,25.04088473498721,159476042,g,59791.3514662,32.3263
150,g,1019981177,62.4625692,-44.1133595,1251384969897480052,60.830827,79.3275664,26.939690698071068,1019981177,g,61084.1135872,32.3407
151,g,1039916135,62.4625692,-44.1133595,1251384969897480052,737.0394167,116.6761486,24.231273213874925,1039916135,g,61109.0278642,32.3159
152,g,1225401023,62.4625692,-44.1133595,1251384969897480052,190.0488343,79.8325082,25.702836974697448,1225401023,g,61384.1322352,32.3371
153,g,1039948120,62.4625692,-44.1133595,1251384969897480052,500.7830414,117.3949642,24.650875966422504,1039948120,g,61109.0427072,32.3172
154,g,944019083,62.4625692,-44.1133595,1251384969897480052,223.3898417,89.095527,25.527341449066483,944019083,g,60962.1831932,32.3321
155,r,704342157,62.4625692,-44.1133595,1251384969897480052,63.7893023,113.1846817,26.88813036987534,704342157,r,60620.1790142,32.1763
156,r,1192925015,62.4625692,-44.1133595,1251384969897480052,-50.8352768,138.9047815,,1192925015,r,61328.1641782,32.171
157,r,694307000,62.4625692,-44.1133595,1251384969897480052,309.1558896,189.8380766,25.174556188807827,694307000,r,60605.3432462,32.1789
158,r,753572005,62.4625692,-44.1133595,1251384969897480052,172.556895,148.2153553,25.807669206395943,753572005,r,60693.1125652,32.1797
159,r,1192893153,62.4625692,-44.1133595,1251384969897480052,156.7113361,150.3426116,25.91224896658848,1192893153,r,61328.1481492,32.1648
160,r,1233951010,62.4625692,-44.1133595,1251384969897480052,531.6222801,138.4951871,24.585992065552936,1233951010,r,61404.1710862,32.173
161,r,1184834148,62.4625692,-44.1133595,1251384969897480052,48.1198123,110.1542702,27.194190188431957,1184834148,r,61318.1838182,32.176
162,r,417056105,62.4625692,-44.1133595,1251384969897480052,219.9681775,125.1782482,25.544100358578426,417056105,r,60175.3393092,32.1743
163,r,1192924070,62.4625692,-44.1133595,1251384969897480052,-43.4233963,140.1812071,,1192924070,r,61328.1637312,32.1715
164,r,1190815078,62.4625692,-44.1133595,1251384969897480052,53.4422785,123.2488418,27.0802875852159,1190815078,r,61325.2216482,32.1749
165,r,1218533056,62.4625692,-44.1133595,1251384969897480052,-106.9196341,203.1658348,,1218533056,r,61373.2497822,32.1783
166,r,942689131,62.4625692,-44.1133595,1251384969897480052,-268.8248984,184.294605,,942689131,r,60960.3351922,32.179
167,r,1218558007,62.4625692,-44.1133595,1251384969897480052,206.8441091,214.1011864,25.610892108141794,1218558007,r,61373.2612202,32.1771
168,r,1155584173,62.4625692,-44.1133595,1251384969897480052,83.6803969,130.5003177,26.59344067148266,1155584173,r,61272.3278392,32.1753
169,r,1006045026,62.4625692,-44.1133595,1251384969897480052,1288.2990683,260.9931476,23.62495826822564,1006045026,r,61066.0855342,32.1414
170,r,271321021,62.4625692,-44.1133595,1251384969897480052,-19.0644223,160.6129609,,271321021,r,59957.1564592,32.1763
171,r,704310155,62.4625692,-44.1133595,1251384969897480052,165.9431537,114.4159072,25.85010165132382,704310155,r,60620.1644062,32.1779
172,r,913719008,62.4625692,-44.1133595,1251384969897480052,955.9857567,194.1031304,23.948871445650425,913719008,r,60910.3162332,32.1474
173,r,924963147,62.4625692,-44.1133595,1251384969897480052,367.6612511,166.4466541,24.986380348228423,924963147,r,60938.2432892,32.1613
174,r,943419176,62.4625692,-44.1133595,1251384969897480052,451.4190885,185.3484736,24.76355020123303,943419176,r,60961.2929622,32.1731
175,r,1049333018,62.4625692,-44.1133595,1251384969897480052,824.6870933,207.564078,24.109277005687638,1049333018,r,61120.0264982,32.1467
176,r,715977111,62.4625692,-44.1133595,1251384969897480052,474.6256515,132.2176705,24.709121984281875,715977111,r,60636.1071552,32.1689
177,r,694283038,62.4625692,-44.1133595,1251384969897480052,119.8463796,188.4050542,26.203437702229568,694283038,r,60605.3320952,32.1798
178,r,193008124,62.4625692,-44.1133595,1251384969897480052,117.1043547,187.113517,26.228567386849065,193008124,r,59839.2682052,32.1731
179,r,788859184,62.4625692,-44.1133595,1251384969897480052,371.1445101,224.0590722,24.976142397665818,788859184,r,60740.0641572,32.1556
180,r,1184864138,62.4625692,-44.1133595,1251384969897480052,170.1520995,111.1928993,25.822906719481853,1184864138,r,61318.1973532,32.176
181,r,469702017,62.4625692,-44.1133595,1251384969897480052,676.47692,169.3831311,24.324367540118338,469702017,r,60265.0663422,32.1613
182,r,415005175,62.4625692,-44.1133595,1251384969897480052,-62.0651787,123.6843861,,415005175,r,60166.3996962,32.1773
183,r,942447062,62.4625692,-44.1133595,1251384969897480052,152.6230756,174.8527891,25.940949497405857,942447062,r,60960.2243952,32.1763
184,r,671878177,62.4625692,-44.1133595,1251384969897480052,393.1411594,200.0303721,24.91362871476579,671878177,r,60578.3793752,32.1588
185,r,414889134,62.4625692,-44.1133595,1251384969897480052,90.1307307,113.4898918,26.512817770112246,414889134,r,60166.3457902,32.18
186,r,201706073,62.4625692,-44.1133595,1251384969897480052,467.1672395,175.8397724,24.726319050244427,201706073,r,59853.2525682,32.1478
187,r,257800043,62.4625692,-44.1133595,1251384969897480052,78.7046568,108.7915525,26.65999892632245,257800043,r,59937.1218422,32.1787
188,r,943418045,62.4625692,-44.1133595,1251384969897480052,64.2656494,183.418724,26.88005274896083,943418045,r,60961.2925122,32.1702
189,r,467656184,62.4625692,-44.1133595,1251384969897480052,277.0687686,122.6317206,25.293531063648935,467656184,r,60262.1623272,32.1715
190,r,213527113,62.4625692,-44.1133595,1251384969897480052,-32.9395379,97.395056,,213527113,r,59869.1497042,32.1806
191,r,257801056,62.4625692,-44.1133595,1251384969897480052,-65.2651697,113.2673704,,257801056,r,59937.1223092,32.1767
192,r,201707011,62.4625692,-44.1133595,1251384969897480052,269.1082066,173.6424431,25.325182644974202,201707011,r,59853.2530172,32.1527
193,r,942724175,62.4625692,-44.1133595,1251384969897480052,150.6309755,191.602829,25.955214278415056,942724175,r,60960.3515652,32.1761
194,i,976339032,62.4625692,-44.1133595,1251384969897480052,919.8519892,306.9420736,23.99070512034536,976339032,i,61017.2616062,31.8511
195,i,491561018,62.4625692,-44.1133595,1251384969897480052,259.1086171,354.6050207,25.366295358921484,491561018,i,60301.2123542,31.8491
196,i,945601010,62.4625692,-44.1133595,1251384969897480052,238.926168,214.1313403,25.454340705620762,945601010,i,60964.1519322,31.8509
197,i,1197762185,62.4625692,-44.1133595,1251384969897480052,125.9696004,253.4469816,26.149335620766315,1197762185,i,61334.2014472,31.8522
198,i,421672127,62.4625692,-44.1133595,1251384969897480052,314.6238445,212.360663,25.155520916119443,421672127,i,60180.3201622,31.85
199,r,943370095,62.4625692,-44.1133595,1251384969897480052,242.2073612,172.5034014,25.439531654634365,943370095,r,60961.2696702,32.1738
200,i,244116142,62.4625692,-44.1133595,1251384969897480052,75.2032085,276.890219,26.709409075245635,244116142,i,59916.2434922,31.8498
201,i,923998142,62.4625692,-44.1133595,1251384969897480052,586.7227103,247.3364919,24.478917753010016,923998142,i,60937.2232852,31.844
202,r,193035176,62.4625692,-44.1133595,1251384969897480052,304.2639661,181.3460501,25.191873694939016,193035176,r,59839.2820342,32.1749
203,r,1218560182,62.4625692,-44.1133595,1251384969897480052,-266.5624141,211.2714396,,1218560182,r,61373.2621162,32.177
204,r,1038223026,62.4625692,-44.1133595,1251384969897480052,115.3667033,130.9444394,26.24479879380108,1038223026,r,61107.0521242,32.1762
205,r,1233953122,62.4625692,-44.1133595,1251384969897480052,-42.429562,132.2806953,,1233953122,r,61404.1720162,32.1771
206,r,1038222187,62.4625692,-44.1133595,1251384969897480052,85.7182,126.5018288,26.567317393255266,1038222187,r,61107.0516742,32.1768
207,r,1006061136,62.4625692,-44.1133595,1251384969897480052,1125.6237005,260.3771963,23.771516928041294,1006061136,r,61066.0930942,32.1434
208,r,1218559023,62.4625692,-44.1133595,1251384969897480052,245.1947096,213.8394507,25.426222261325265,1218559023,r,61373.2616682,32.1772
